Atk_Attack,Atk_SpAtk,Atk_Type1,Atk_Type2,Def_Defense,Def_SpDef,Def_Type1,Def_Type2,Move_Power,Move_Type,Move_Category,Damage
85,128,Flying,Electric,62,162,Normal,Mono,75,Electric,Physical,60
139,74,Ground,Mono,148,124,Ice,Ground,90,Water,Physical,73
137,43,Flying,Mono,135,90,Fire,Normal,120,Flying,Physical,81
143,97,Dragon,Bug,59,52,Ground,Mono,90,Grass,Physical,176
83,54,Psychic,Mono,149,112,Fairy,Mono,80,Psychic,Physical,29
140,85,Ice,Ground,117,135,Bug,Poison,100,Ground,Physical,72
68,135,Ghost,Mono,149,112,Fairy,Mono,80,Ghost,Special,64
83,54,Psychic,Mono,90,98,Flying,Mono,80,Psychic,Physical,49
129,118,Rock,Flying,165,124,Flying,Mono,80,Rock,Special,103
96,108,Normal,Mono,124,113,Normal,Mono,90,Normal,Special,53
155,81,Rock,Mono,165,124,Flying,Mono,75,Rock,Physical,87
159,85,Rock,Mono,124,78,Fighting,Fairy,95,Fairy,Special,79
66,162,Dragon,Ground,82,163,Poison,Mono,90,Ground,Special,116
102,117,Ghost,Mono,148,63,Poison,Bug,90,Fire,Special,145
66,120,Fairy,Mono,126,149,Fairy,Flying,80,Steel,Special,54
53,69,Psychic,Mono,100,90,Dragon,Mono,90,Psychic,Special,40
128,94,Fire,Normal,61,77,Fairy,Mono,90,Normal,Special,69
122,101,Fairy,Rock,135,90,Fire,Normal,80,Rock,Special,108
169,126,Poison,Mono,150,114,Fighting,Mono,90,Fairy,Physical,83
109,89,Poison,Mono,135,139,Fairy,Dark,80,Poison,Physical,86
148,81,Normal,Mono,104,110,Grass,Normal,80,Bug,Physical,95
106,54,Dark,Mono,62,162,Normal,Mono,120,Fighting,Physical,160
66,151,Ice,Bug,150,114,Fighting,Mono,90,Ice,Special,69
75,108,Flying,Mono,132,149,Ghost,Mono,120,Flying,Physical,40
137,43,Flying,Mono,131,82,Bug,Mono,120,Flying,Physical,165
72,80,Steel,Water,117,135,Bug,Poison,90,Water,Physical,35
99,120,Poison,Mono,124,113,Normal,Mono,90,Poison,Special,61
101,86,Water,Fairy,102,124,Fighting,Ice,120,Flying,Physical,97
154,81,Electric,Mono,130,120,Psychic,Mono,75,Electric,Physical,59
106,68,Grass,Normal,139,93,Ghost,Grass,80,Dragon,Physical,28
72,80,Steel,Water,148,63,Poison,Bug,90,Water,Special,78
113,87,Ice,Flying,71,43,Psychic,Mono,120,Flying,Physical,117
137,43,Flying,Mono,65,58,Flying,Mono,120,Flying,Physical,159
143,97,Dragon,Bug,88,79,Bug,Mono,80,Dragon,Physical,75
53,104,Fairy,Flying,133,123,Dark,Mono,95,Fairy,Special,99
103,69,Flying,Dragon,148,63,Poison,Bug,75,Flying,Special,104
97,70,Ghost,Normal,126,149,Fairy,Flying,70,Ghost,Physical,33
139,120,Poison,Mono,135,139,Fairy,Dark,80,Poison,Physical,107
64,134,Flying,Mono,82,63,Rock,Mono,90,Ground,Special,147
53,69,Psychic,Mono,130,110,Fairy,Rock,90,Psychic,Special,36
97,70,Ghost,Normal,133,111,Flying,Rock,120,Fighting,Physical,34
136,73,Ghost,Mono,128,132,Fighting,Electric,70,Ghost,Physical,49
118,99,Fire,Ground,72,77,Dark,Mono,90,Ground,Special,74
152,49,Ice,Mono,64,101,Water,Ice,80,Fighting,Special,37
137,43,Flying,Mono,66,100,Dragon,Ground,120,Flying,Physical,151
144,117,Water,Ice,95,134,Dark,Fairy,90,Fairy,Physical,111
79,69,Water,Psychic,137,88,Water,Mono,80,Ghost,Special,25
63,91,Psychic,Poison,52,154,Dragon,Bug,80,Poison,Physical,56
51,98,Fighting,Fairy,88,79,Bug,Mono,95,Fairy,Special,73
139,74,Ground,Mono,65,58,Flying,Mono,120,Flying,Physical,104
155,114,Water,Mono,153,54,Psychic,Mono,90,Water,Special,110
51,98,Fighting,Fairy,62,162,Normal,Mono,80,Fighting,Special,59
106,56,Flying,Mono,102,91,Flying,Mono,120,Flying,Physical,79
91,133,Dragon,Mono,117,80,Poison,Mono,85,Dragon,Special,91
99,120,Poison,Mono,157,90,Grass,Poison,90,Poison,Special,76
140,85,Ice,Ground,103,112,Ice,Grass,75,Ice,Physical,58
152,49,Ice,Mono,153,54,Psychic,Mono,90,Bug,Special,72
122,101,Fairy,Rock,124,113,Normal,Mono,75,Rock,Physical,48
159,85,Rock,Mono,153,54,Psychic,Mono,80,Rock,Special,76
52,96,Normal,Mono,114,76,Dark,Mono,90,Normal,Special,113
154,116,Flying,Mono,114,76,Dark,Mono,120,Flying,Physical,109
137,43,Flying,Mono,126,149,Fairy,Flying,120,Flying,Physical,77
90,114,Grass,Poison,126,149,Fairy,Flying,90,Poison,Special,87
109,89,Poison,Mono,133,111,Flying,Rock,75,Electric,Physical,55
148,81,Normal,Mono,140,134,Flying,Mono,85,Normal,Physical,56
148,79,Dark,Mono,65,58,Flying,Mono,75,Electric,Physical,133
102,117,Ghost,Mono,130,110,Fairy,Rock,100,Ground,Physical,65
114,118,Fairy,Mono,110,113,Rock,Flying,80,Steel,Physical,67
129,118,Rock,Flying,132,149,Ghost,Mono,80,Rock,Special,36
101,86,Water,Fairy,57,130,Psychic,Mono,90,Water,Physical,99
99,120,Poison,Mono,157,90,Grass,Poison,90,Poison,Special,74
49,71,Ice,Grass,62,162,Normal,Mono,90,Grass,Physical,48
113,80,Dark,Fairy,131,82,Bug,Mono,90,Fairy,Physical,49
57,130,Fighting,Electric,139,100,Water,Fairy,80,Rock,Special,41
152,49,Ice,Mono,149,112,Fairy,Mono,75,Ice,Physical,46
144,117,Water,Ice,90,98,Flying,Mono,90,Ice,Special,145
106,68,Grass,Normal,130,110,Fairy,Rock,90,Grass,Physical,95
53,96,Normal,Fire,101,72,Ghost,Normal,90,Fire,Special,109
148,81,Normal,Mono,102,79,Fire,Ground,85,Normal,Physical,74
106,54,Dark,Mono,137,88,Water,Mono,80,Dark,Physical,41
53,69,Psychic,Mono,71,43,Psychic,Mono,80,Ghost,Special,106
53,96,Normal,Fire,117,80,Poison,Mono,90,Fire,Special,69
154,81,Electric,Mono,103,112,Ice,Grass,80,Steel,Physical,106
73,91,Flying,Mono,117,135,Bug,Poison,120,Flying,Physical,98
136,73,Ghost,Mono,82,163,Poison,Mono,70,Ghost,Physical,78
137,43,Flying,Mono,101,79,Bug,Mono,120,Flying,Physical,219
169,126,Poison,Mono,101,95,Ice,Flying,80,Poison,Physical,82
66,151,Ice,Bug,147,78,Normal,Mono,90,Ice,Special,107
127,62,Psychic,Electric,90,98,Flying,Mono,75,Electric,Physical,141
148,81,Normal,Mono,82,163,Poison,Mono,85,Normal,Physical,93
113,87,Ice,Flying,148,63,Poison,Bug,120,Flying,Physical,114
51,98,Fighting,Fairy,135,90,Fire,Normal,80,Fighting,Special,106
53,69,Psychic,Mono,64,101,Water,Ice,80,Psychic,Physical,39
79,69,Water,Psychic,114,76,Dark,Mono,90,Water,Special,54
73,91,Flying,Mono,130,120,Psychic,Mono,90,Bug,Special,60
72,117,Flying,Rock,59,52,Ground,Mono,75,Flying,Special,112
53,96,Normal,Fire,67,56,Flying,Dragon,90,Fire,Special,49
169,126,Poison,Mono,130,120,Psychic,Mono,80,Poison,Physical,64
73,91,Flying,Mono,61,75,Ground,Mono,120,Flying,Physical,90
106,68,Grass,Normal,71,43,Psychic,Mono,90,Normal,Special,89
159,85,Rock,Mono,72,77,Dark,Mono,75,Rock,Physical,95
72,80,Steel,Water,53,171,Water,Mono,90,Water,Physical,38
154,116,Flying,Mono,117,80,Poison,Mono,120,Flying,Physical,105
152,49,Ice,Mono,93,129,Ghost,Mono,75,Ice,Physical,75
118,99,Fire,Ground,126,149,Fairy,Flying,75,Ice,Physical,60
79,97,Flying,Mono,140,87,Psychic,Electric,75,Flying,Special,25
51,98,Fighting,Fairy,131,82,Bug,Mono,95,Fairy,Special,74
118,99,Fire,Ground,57,130,Psychic,Mono,75,Ice,Physical,62
106,56,Flying,Mono,150,114,Fighting,Mono,120,Flying,Physical,105
101,86,Water,Fairy,137,88,Water,Mono,120,Flying,Physical,34
68,135,Ghost,Mono,103,132,Fairy,Mono,80,Ghost,Special,54
159,85,Rock,Mono,55,86,Poison,Mono,75,Rock,Physical,145
85,128,Flying,Electric,128,87,Rock,Mono,90,Electric,Special,88
114,118,Fairy,Mono,126,149,Fairy,Flying,80,Steel,Physical,61
136,73,Ghost,Mono,140,87,Psychic,Electric,80,Ghost,Special,85
118,99,Fire,Ground,74,54,Fire,Bug,90,Ground,Special,95
129,118,Rock,Flying,95,134,Dark,Fairy,90,Poison,Special,71
60,78,Psychic,Mono,152,94,Rock,Mono,90,Ground,Special,62
169,126,Poison,Mono,104,110,Grass,Normal,80,Poison,Physical,171
101,86,Water,Fairy,64,75,Water,Mono,120,Flying,Physical,73
91,133,Dragon,Mono,62,162,Normal,Mono,80,Dragon,Physical,74
99,64,Ground,Mono,140,87,Psychic,Electric,100,Ground,Physical,86
159,85,Rock,Mono,101,95,Ice,Flying,75,Rock,Physical,283
99,120,Poison,Mono,139,93,Ghost,Grass,90,Poison,Special,108
114,118,Fairy,Mono,135,90,Fire,Normal,85,Dragon,Special,50
51,98,Fighting,Fairy,66,100,Dragon,Ground,95,Fairy,Special,118
128,71,Grass,Dragon,124,113,Normal,Mono,80,Fighting,Special,43
128,94,Fire,Normal,65,58,Flying,Mono,75,Electric,Physical,116
105,94,Fairy,Mono,148,124,Ice,Ground,95,Fairy,Special,44
105,94,Fairy,Mono,82,63,Rock,Mono,95,Fairy,Special,81
137,43,Flying,Mono,139,93,Ghost,Grass,120,Flying,Physical,158
114,118,Fairy,Mono,93,129,Ghost,Mono,90,Fairy,Physical,63
75,136,Fairy,Dark,148,124,Ice,Ground,80,Fighting,Special,68
109,89,Poison,Mono,140,103,Flying,Mono,90,Poison,Special,52
110,67,Fighting,Mono,150,158,Psychic,Poison,90,Normal,Special,17
154,116,Flying,Mono,66,100,Dragon,Ground,120,Flying,Physical,181
102,117,Ghost,Mono,103,82,Rock,Bug,80,Ghost,Special,69
113,87,Ice,Flying,149,112,Fairy,Mono,120,Flying,Physical,86
154,81,Electric,Mono,130,110,Fairy,Rock,80,Steel,Physical,168
128,71,Grass,Dragon,128,87,Rock,Mono,90,Grass,Special,93
98,96,Fire,Bug,57,130,Psychic,Mono,80,Bug,Physical,159
78,162,Water,Mono,59,87,Poison,Mono,90,Water,Special,104
155,81,Rock,Mono,119,88,Ghost,Mono,80,Dark,Physical,85
139,74,Ground,Mono,65,58,Flying,Mono,120,Flying,Physical,111
148,79,Dark,Mono,135,139,Fairy,Dark,90,Poison,Special,47
148,79,Dark,Mono,64,75,Water,Mono,75,Electric,Physical,138
64,91,Psychic,Mono,131,82,Bug,Mono,90,Psychic,Special,58
105,94,Fairy,Mono,102,79,Fire,Ground,95,Fairy,Special,34
99,64,Ground,Mono,100,90,Dragon,Mono,100,Ground,Physical,66
110,67,Fighting,Mono,140,134,Flying,Mono,90,Electric,Special,37
127,62,Psychic,Electric,124,78,Fighting,Fairy,90,Psychic,Special,88
99,64,Ground,Mono,150,158,Psychic,Poison,100,Ground,Physical,89
154,81,Electric,Mono,124,78,Fighting,Fairy,80,Steel,Physical,84
53,69,Psychic,Mono,102,91,Flying,Mono,90,Psychic,Special,42
96,108,Normal,Mono,101,79,Bug,Mono,90,Normal,Special,71
129,118,Rock,Flying,133,123,Dark,Mono,80,Rock,Special,49
117,130,Fire,Ghost,114,76,Dark,Mono,75,Fire,Physical,45
49,71,Ice,Grass,153,54,Psychic,Mono,70,Ghost,Physical,19
128,94,Fire,Normal,93,129,Ghost,Mono,75,Electric,Physical,40
140,85,Ice,Ground,101,72,Ghost,Normal,100,Ground,Physical,93
125,121,Dragon,Mono,110,113,Rock,Flying,80,Steel,Special,71
102,117,Ghost,Mono,117,80,Poison,Mono,100,Ground,Physical,72
148,81,Normal,Mono,133,111,Flying,Rock,90,Fairy,Physical,40
143,97,Dragon,Bug,144,106,Dragon,Mono,80,Dragon,Physical,103
53,69,Psychic,Mono,128,87,Rock,Mono,90,Psychic,Special,43
60,78,Psychic,Mono,101,79,Bug,Mono,90,Psychic,Special,53
139,120,Poison,Mono,61,77,Fairy,Mono,80,Poison,Physical,228
139,120,Poison,Mono,147,78,Normal,Mono,90,Poison,Special,90
140,85,Ice,Ground,139,100,Water,Fairy,90,Poison,Special,60
118,99,Fire,Ground,72,77,Dark,Mono,90,Ground,Special,77
68,135,Ghost,Mono,157,90,Grass,Poison,80,Ghost,Special,74
63,91,Psychic,Poison,82,63,Rock,Mono,95,Fairy,Special,57
49,124,Bug,Mono,130,120,Psychic,Mono,90,Bug,Special,120
103,111,Bug,Mono,102,124,Fighting,Ice,120,Flying,Physical,145
52,96,Normal,Mono,124,78,Fighting,Fairy,80,Steel,Special,83
73,91,Flying,Mono,114,76,Dark,Mono,90,Bug,Special,96
63,91,Psychic,Poison,65,58,Flying,Mono,80,Rock,Special,102
85,128,Flying,Electric,65,58,Flying,Mono,90,Electric,Special,267
140,85,Ice,Ground,103,82,Rock,Bug,100,Ground,Physical,86
139,120,Poison,Mono,102,124,Fighting,Ice,120,Flying,Physical,141
72,80,Steel,Water,148,63,Poison,Bug,90,Water,Special,69
94,165,Bug,Poison,119,88,Ghost,Mono,80,Dark,Special,127
66,162,Dragon,Ground,62,162,Normal,Mono,100,Ground,Physical,62
128,94,Fire,Normal,101,72,Ghost,Normal,90,Fire,Special,77
66,162,Dragon,Ground,140,103,Flying,Mono,90,Ice,Special,108
169,126,Poison,Mono,102,124,Fighting,Ice,90,Fairy,Physical,116
154,81,Electric,Mono,117,80,Poison,Mono,90,Psychic,Special,75
57,130,Fighting,Electric,130,110,Fairy,Rock,80,Fighting,Special,59
139,120,Poison,Mono,102,79,Fire,Ground,90,Ground,Special,105
148,81,Normal,Mono,149,112,Fairy,Mono,85,Normal,Physical,51
106,56,Flying,Mono,128,128,Grass,Dragon,120,Flying,Physical,130
105,94,Fairy,Mono,146,145,Normal,Fire,75,Electric,Physical,24
148,81,Normal,Mono,103,132,Fairy,Mono,85,Normal,Physical,81
83,54,Psychic,Mono,65,58,Flying,Mono,80,Psychic,Physical,58
102,87,Water,Mono,93,129,Ghost,Mono,80,Dark,Physical,68
53,96,Normal,Fire,100,90,Dragon,Mono,90,Fire,Special,31
57,130,Fighting,Electric,74,54,Fire,Bug,80,Rock,Special,340
125,61,Fighting,Ice,149,112,Fairy,Mono,120,Fighting,Physical,29
66,120,Fairy,Mono,102,91,Flying,Mono,95,Fairy,Special,84
53,96,Normal,Fire,133,111,Flying,Rock,90,Fire,Special,25
136,73,Ghost,Mono,150,158,Psychic,Poison,70,Ghost,Physical,86
122,101,Fairy,Rock,146,145,Normal,Fire,75,Rock,Physical,79
154,81,Electric,Mono,133,123,Dark,Mono,75,Electric,Physical,51
156,131,Ice,Mono,157,90,Grass,Poison,90,Ice,Special,173
91,133,Dragon,Mono,103,82,Rock,Bug,85,Dragon,Special,79
127,62,Psychic,Electric,93,129,Ghost,Mono,75,Electric,Physical,63
143,97,Dragon,Bug,101,95,Ice,Flying,80,Dragon,Physical,70
139,120,Poison,Mono,82,63,Rock,Mono,90,Ground,Special,149
139,74,Ground,Mono,128,128,Grass,Dragon,120,Flying,Physical,116
128,71,Grass,Dragon,130,120,Psychic,Mono,90,Water,Physical,37
79,97,Flying,Mono,140,87,Psychic,Electric,75,Flying,Special,26
70,131,Rock,Mono,140,87,Psychic,Electric,80,Rock,Special,73
63,91,Psychic,Poison,157,90,Grass,Poison,80,Psychic,Physical,41
169,126,Poison,Mono,72,77,Dark,Mono,90,Fairy,Physical,165
128,71,Grass,Dragon,150,114,Fighting,Mono,90,Grass,Special,39
118,99,Fire,Ground,75,52,Flying,Mono,90,Fire,Special,115
97,70,Ghost,Normal,59,52,Ground,Mono,120,Fighting,Physical,80
49,71,Ice,Grass,107,78,Fire,Ghost,75,Rock,Physical,30
99,120,Poison,Mono,165,124,Flying,Mono,90,Poison,Special,55
72,117,Flying,Rock,150,158,Psychic,Poison,120,Flying,Physical,40
53,96,Normal,Fire,130,110,Fairy,Rock,100,Ground,Physical,34
90,114,Grass,Poison,139,93,Ghost,Grass,90,Poison,Special,71
68,135,Ghost,Mono,140,87,Psychic,Electric,80,Ghost,Special,162
57,130,Fighting,Electric,67,56,Flying,Dragon,80,Rock,Special,164
101,86,Water,Fairy,114,76,Dark,Mono,90,Water,Special,66
99,64,Ground,Mono,90,98,Flying,Mono,95,Fairy,Special,29
64,91,Psychic,Mono,152,94,Rock,Mono,90,Psychic,Special,58
143,97,Dragon,Bug,114,76,Dark,Mono,90,Bug,Special,156
106,68,Grass,Normal,150,158,Psychic,Poison,90,Normal,Special,26
97,70,Ghost,Normal,152,94,Rock,Mono,120,Fighting,Physical,67
83,54,Psychic,Mono,153,54,Psychic,Mono,90,Bug,Special,77
127,62,Psychic,Electric,100,90,Dragon,Mono,80,Poison,Physical,41
140,85,Ice,Ground,140,103,Flying,Mono,75,Ice,Physical,99
70,131,Rock,Mono,146,145,Normal,Fire,80,Rock,Special,98
129,118,Rock,Flying,165,124,Flying,Mono,80,Rock,Special,100
110,67,Fighting,Mono,130,72,Ice,Bug,120,Fighting,Physical,64
139,74,Ground,Mono,64,101,Water,Ice,100,Ground,Physical,136
63,91,Psychic,Poison,88,79,Bug,Mono,80,Rock,Special,80
155,81,Rock,Mono,59,87,Poison,Mono,75,Rock,Physical,122
139,74,Ground,Mono,117,80,Poison,Mono,100,Ground,Physical,160
90,114,Grass,Poison,67,56,Flying,Dragon,90,Poison,Special,111
70,131,Rock,Mono,82,63,Rock,Mono,80,Rock,Special,108
127,62,Psychic,Electric,148,124,Ice,Ground,90,Psychic,Special,28
155,81,Rock,Mono,55,86,Poison,Mono,75,Rock,Physical,139
128,94,Fire,Normal,102,79,Fire,Ground,90,Normal,Special,63
125,61,Fighting,Ice,79,138,Water,Psychic,120,Fighting,Physical,56
80,97,Poison,Bug,149,112,Fairy,Mono,90,Poison,Special,102
118,99,Fire,Ground,65,58,Flying,Mono,75,Ice,Physical,112
52,96,Normal,Mono,77,72,Flying,Electric,90,Normal,Special,75
60,78,Psychic,Mono,103,82,Rock,Bug,90,Psychic,Special,53
94,165,Bug,Poison,100,90,Dragon,Mono,80,Dark,Special,64
139,120,Poison,Mono,147,78,Normal,Mono,90,Poison,Special,89
127,62,Psychic,Electric,165,124,Flying,Mono,75,Electric,Physical,105
103,69,Flying,Dragon,101,72,Ghost,Normal,85,Dragon,Special,51
144,117,Water,Ice,153,54,Psychic,Mono,90,Water,Special,120
148,81,Normal,Mono,119,88,Ghost,Mono,90,Fairy,Physical,46
72,80,Steel,Water,59,52,Ground,Mono,90,Water,Special,186
66,120,Fairy,Mono,66,100,Dragon,Ground,95,Fairy,Special,156
103,111,Bug,Mono,139,93,Ghost,Grass,120,Flying,Physical,69
52,96,Normal,Mono,66,100,Dragon,Ground,90,Normal,Special,60
88,149,Rock,Bug,110,113,Rock,Flying,75,Rock,Physical,78
96,108,Normal,Mono,124,113,Normal,Mono,90,Normal,Special,54
118,99,Fire,Ground,147,78,Normal,Mono,90,Ground,Special,68
148,79,Dark,Mono,102,124,Fighting,Ice,75,Electric,Physical,49
154,116,Flying,Mono,157,90,Grass,Poison,120,Flying,Physical,135
127,62,Psychic,Electric,104,110,Grass,Normal,80,Poison,Physical,79
106,68,Grass,Normal,130,110,Fairy,Rock,90,Grass,Physical,93
88,149,Rock,Bug,103,132,Fairy,Mono,75,Rock,Physical,40
129,118,Rock,Flying,139,93,Ghost,Grass,75,Flying,Special,121
53,96,Normal,Fire,62,162,Normal,Mono,120,Fighting,Physical,91
122,101,Fairy,Rock,135,90,Fire,Normal,80,Rock,Special,111
128,71,Grass,Dragon,128,132,Fighting,Electric,90,Water,Physical,38
105,94,Fairy,Mono,117,135,Bug,Poison,75,Electric,Physical,30
72,117,Flying,Rock,130,110,Fairy,Rock,75,Flying,Special,26
83,54,Psychic,Mono,128,128,Grass,Dragon,80,Psychic,Physical,34
90,114,Grass,Poison,103,112,Ice,Grass,90,Poison,Special,189
127,62,Psychic,Electric,119,88,Ghost,Mono,75,Electric,Physical,54
136,73,Ghost,Mono,147,78,Normal,Mono,80,Rock,Special,31
154,81,Electric,Mono,102,91,Flying,Mono,75,Electric,Physical,149
113,87,Ice,Flying,157,90,Grass,Poison,120,Flying,Physical,112
64,134,Flying,Mono,55,86,Poison,Mono,90,Ground,Special,107
70,131,Rock,Mono,101,79,Bug,Mono,80,Rock,Special,176
51,98,Fighting,Fairy,52,154,Dragon,Bug,95,Fairy,Special,78
105,94,Fairy,Mono,102,79,Fire,Ground,95,Fairy,Special,34
156,131,Ice,Mono,114,76,Dark,Mono,120,Fighting,Physical,133
79,97,Flying,Mono,128,128,Grass,Dragon,120,Flying,Physical,90
128,94,Fire,Normal,93,129,Ghost,Mono,75,Electric,Physical,41
99,120,Poison,Mono,133,111,Flying,Rock,90,Grass,Special,41
75,136,Fairy,Dark,59,87,Poison,Mono,80,Dark,Physical,59
109,89,Poison,Mono,114,76,Dark,Mono,90,Poison,Special,64
156,131,Ice,Mono,150,114,Fighting,Mono,90,Ice,Special,70
101,86,Water,Fairy,127,95,Steel,Water,90,Water,Special,23
66,151,Ice,Bug,119,88,Ghost,Mono,90,Ice,Special,94
136,73,Ghost,Mono,102,124,Fighting,Ice,70,Ghost,Physical,58
129,118,Rock,Flying,149,112,Fairy,Mono,90,Poison,Special,83
113,87,Ice,Flying,130,120,Psychic,Mono,120,Flying,Physical,65
155,114,Water,Mono,153,54,Psychic,Mono,90,Water,Special,117
64,134,Flying,Mono,55,86,Poison,Mono,90,Ground,Special,120
57,130,Fighting,Electric,133,111,Flying,Rock,80,Rock,Special,73
102,117,Ghost,Mono,59,52,Ground,Mono,80,Ghost,Special,115
78,162,Water,Mono,133,123,Dark,Mono,90,Bug,Special,150
106,54,Dark,Mono,128,87,Rock,Mono,120,Fighting,Physical,82
85,128,Flying,Electric,93,129,Ghost,Mono,90,Electric,Special,60
52,96,Normal,Mono,139,93,Ghost,Grass,80,Steel,Special,35
96,108,Normal,Mono,130,120,Psychic,Mono,90,Normal,Special,50
101,86,Water,Fairy,128,128,Grass,Dragon,120,Flying,Physical,125
108,148,Dark,Mono,77,72,Flying,Electric,80,Dark,Special,105
109,89,Poison,Mono,102,91,Flying,Mono,75,Electric,Physical,71
148,81,Normal,Mono,103,112,Ice,Grass,80,Bug,Physical,98
155,81,Rock,Mono,150,158,Psychic,Poison,80,Dark,Physical,75
114,118,Fairy,Mono,135,90,Fire,Normal,85,Dragon,Special,50
103,69,Flying,Dragon,93,129,Ghost,Mono,80,Steel,Physical,39
99,64,Ground,Mono,67,56,Flying,Dragon,95,Fairy,Special,95
63,91,Psychic,Poison,130,110,Fairy,Rock,95,Fairy,Special,30
64,134,Flying,Mono,62,162,Normal,Mono,120,Flying,Physical,74
106,56,Flying,Mono,117,135,Bug,Poison,120,Flying,Physical,133
68,135,Ghost,Mono,90,98,Flying,Mono,80,Ghost,Special,67
106,68,Grass,Normal,103,82,Rock,Bug,90,Grass,Physical,56
136,73,Ghost,Mono,75,52,Flying,Mono,80,Rock,Special,90
64,134,Flying,Mono,126,149,Fairy,Flying,75,Flying,Special,42
118,99,Fire,Ground,146,145,Normal,Fire,90,Ground,Special,80
73,91,Flying,Mono,102,124,Fighting,Ice,120,Flying,Physical,117
53,104,Fairy,Flying,165,124,Flying,Mono,95,Fairy,Special,48
148,81,Normal,Mono,150,114,Fighting,Mono,90,Fairy,Physical,82
155,81,Rock,Mono,153,54,Psychic,Mono,80,Rock,Special,80
72,117,Flying,Rock,149,112,Fairy,Mono,75,Flying,Special,51
105,94,Fairy,Mono,124,113,Normal,Mono,95,Fairy,Special,52
155,81,Rock,Mono,137,88,Water,Mono,75,Rock,Physical,55
85,128,Flying,Electric,102,79,Fire,Ground,75,Flying,Special,80
64,91,Psychic,Mono,55,86,Poison,Mono,90,Psychic,Special,127
60,78,Psychic,Mono,103,82,Rock,Bug,90,Psychic,Special,56
143,97,Dragon,Bug,132,149,Ghost,Mono,80,Dragon,Physical,52
66,151,Ice,Bug,102,124,Fighting,Ice,90,Grass,Special,46
125,121,Dragon,Mono,153,54,Psychic,Mono,85,Dragon,Special,119
136,73,Ghost,Mono,135,139,Fairy,Dark,70,Ghost,Physical,21
136,73,Ghost,Mono,62,162,Normal,Mono,40,Normal,Physical,39
75,136,Fairy,Dark,153,54,Psychic,Mono,95,Fairy,Special,160
66,162,Dragon,Ground,131,82,Bug,Mono,90,Fire,Special,144
51,98,Fighting,Fairy,114,76,Dark,Mono,95,Fairy,Special,150
118,99,Fire,Ground,103,132,Fairy,Mono,80,Steel,Special,53
64,134,Flying,Mono,101,95,Ice,Flying,75,Flying,Special,70
97,70,Ghost,Normal,149,112,Fairy,Mono,80,Ghost,Special,35
110,67,Fighting,Mono,148,124,Ice,Ground,120,Fighting,Physical,162
128,94,Fire,Normal,101,72,Ghost,Normal,90,Fire,Special,76
103,111,Bug,Mono,149,112,Fairy,Mono,120,Flying,Physical,35
53,69,Psychic,Mono,61,75,Ground,Mono,90,Psychic,Special,55
75,108,Flying,Mono,102,79,Fire,Ground,75,Flying,Special,66
51,98,Fighting,Fairy,133,111,Flying,Rock,90,Electric,Special,66
53,69,Psychic,Mono,130,120,Psychic,Mono,80,Ghost,Special,40
119,55,Bug,Mono,147,78,Normal,Mono,80,Bug,Physical,41
139,74,Ground,Mono,103,82,Rock,Bug,90,Water,Physical,108
63,91,Psychic,Poison,124,113,Normal,Mono,95,Fairy,Special,30
52,96,Normal,Mono,75,52,Flying,Mono,90,Normal,Special,95
139,120,Poison,Mono,52,154,Dragon,Bug,120,Flying,Physical,243
66,151,Ice,Bug,55,86,Poison,Mono,90,Ice,Special,103
152,49,Ice,Mono,131,82,Bug,Mono,75,Ice,Physical,51
80,97,Poison,Bug,140,87,Psychic,Electric,90,Bug,Special,132
169,126,Poison,Mono,150,114,Fighting,Mono,90,Fairy,Physical,82
75,108,Flying,Mono,102,91,Flying,Mono,90,Electric,Special,87
159,85,Rock,Mono,128,128,Grass,Dragon,75,Rock,Physical,56
110,67,Fighting,Mono,65,58,Flying,Mono,90,Electric,Special,89
113,87,Ice,Flying,131,82,Bug,Mono,120,Flying,Physical,129
99,120,Poison,Mono,130,72,Ice,Bug,90,Poison,Special,98
103,111,Bug,Mono,102,124,Fighting,Ice,120,Flying,Physical,103
101,86,Water,Fairy,65,58,Flying,Mono,90,Water,Physical,82
155,81,Rock,Mono,140,103,Flying,Mono,75,Rock,Physical,98
103,111,Bug,Mono,93,129,Ghost,Mono,120,Flying,Physical,60
79,97,Flying,Mono,82,163,Poison,Mono,120,Flying,Physical,100
114,118,Fairy,Mono,65,58,Flying,Mono,95,Fairy,Special,166
113,87,Ice,Flying,104,110,Grass,Normal,120,Flying,Physical,155
83,54,Psychic,Mono,93,129,Ghost,Mono,80,Psychic,Physical,65
106,68,Grass,Normal,61,75,Ground,Mono,90,Grass,Physical,178
144,117,Water,Ice,70,96,Ice,Mono,100,Ground,Physical,79
148,79,Dark,Mono,75,52,Flying,Mono,75,Electric,Physical,115
155,114,Water,Mono,140,103,Flying,Mono,90,Water,Special,57
